id,timeframe,computed_at,best_params,net_sharpe,net_return,max_drawdown,n_trades,win_rate,param_grid_size,lookback_days,min_trades,eligible_candidates,total_candidates,status,rejection_reason,max_dd_used,rejected_by_min_trades,rejected_by_max_dd,rejected_by_both,max_trades_seen,best_dd_seen,folds_used,oos_trades,oos_win_rate,worst_fold_dd,rejected_oos_folds
371,1m,2026-03-05 01:55:05.091312+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
372,5m,2026-03-05 01:55:31.488164+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
373,15m,2026-03-05 01:55:44.27624+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
374,30m,2026-03-05 01:55:50.925248+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.20857173521403144,0.01389563694280083,0.013173802634875664,10,0.8,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,10,0.8,0.013173802634875664,207
375,1m,2026-03-05 02:04:34.228294+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4390836012162756,-0.05053856631861587,0.05907107668686195,123,0.25203252032520324,243,7,80,24,243,OK,,0.5,594,3,0,169,0.01059829710947934,2,123,0.25203252032520324,0.05907107668686195,219
376,5m,2026-03-05 02:04:53.641273+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
377,15m,2026-03-05 02:05:03.024263+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
378,30m,2026-03-05 02:05:07.237579+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.20742839528170975,0.013702662152677795,0.013173802634875664,10,0.8,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,10,0.8,0.013173802634875664,207
379,1m,2026-03-05 03:05:13.251622+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4369723659353142,-0.046380057952033496,0.06367396333586606,109,0.23853211009174313,243,7,80,24,243,OK,,0.5,576,3,0,171,0.005418121018992743,2,109,0.23853211009174313,0.06367396333586606,219
380,5m,2026-03-05 03:05:32.822903+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
381,15m,2026-03-05 03:05:42.717089+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
382,30m,2026-03-05 03:05:47.579474+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.20742839528170975,0.013702662152677795,0.013173802634875664,10,0.8,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,10,0.8,0.013173802634875664,207
383,1m,2026-03-05 04:05:50.432895+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4690742765537613,-0.03806093534819629,0.04858106593913802,94,0.23404255319148937,243,7,80,24,243,OK,,0.5,576,3,0,171,0.005418121018992743,2,94,0.23404255319148937,0.04858106593913802,219
384,5m,2026-03-05 04:06:31.036468+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
385,15m,2026-03-05 04:06:51.152584+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
386,30m,2026-03-05 04:07:00.491884+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.19888299266917325,0.012815888612212115,0.013173802634875664,11,0.7272727272727273,243,30,8,36,243,OK,,0.2,675,0,0,77,0,2,11,0.7272727272727273,0.013173802634875664,207
387,1m,2026-03-05 07:18:37.4941+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4690742765537613,-0.03806093534819629,0.04858106593913802,94,0.23404255319148937,243,7,80,27,243,OK,,0.5,594,0,0,162,0.0055974579358205505,2,94,0.23404255319148937,0.04858106593913802,216
388,5m,2026-03-05 07:19:34.725507+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
389,15m,2026-03-05 07:20:15.878878+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.3354431112073483,0.01619746261124428,0.005189872989249999,15,0.6666666666666666,243,30,10,144,243,OK,,0.25,342,6,0,95,0.007180501392099025,2,15,0.6666666666666666,0.005189872989249999,99
390,30m,2026-03-05 07:20:31.78034+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.19358498629480092,0.012290872795882427,0.013173802634875664,11,0.7272727272727273,243,30,8,36,243,OK,,0.2,666,0,0,77,0,2,11,0.7272727272727273,0.013173802634875664,207
391,1m,2026-03-05 07:21:29.701736+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.43896687960940095,-0.03944015850013101,0.048597385954773795,102,0.2549019607843137,243,7,80,18,243,OK,,0.5,567,9,0,178,0.0055974579358205505,2,102,0.2549019607843137,0.048597385954773795,225
392,5m,2026-03-05 07:22:06.502781+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
393,15m,2026-03-05 07:22:22.111368+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.26986038213513736,0.01296187409047656,0.005189872989249999,19,0.631578947368421,243,30,10,171,243,OK,,0.25,342,6,0,95,0.007180501392099025,3,19,0.631578947368421,0.005189872989249999,72
394,30m,2026-03-05 07:22:29.087423+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.19358498629480092,0.012290872795882427,0.013173802634875664,11,0.7272727272727273,243,30,8,54,243,OK,,0.2,639,0,0,77,0,2,11,0.7272727272727273,0.013173802634875664,189
395,1m,2026-03-05 09:10:58.710436+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",-0.45129316930657276,-0.03682658195617036,0.04106608811408695,88,0.25,243,7,80,18,243,OK,,0.5,567,9,0,179,0.0055974579358205505,2,88,0.25,0.04106608811408695,225
396,5m,2026-03-05 10:03:36.437596+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
397,15m,2026-03-05 10:03:46.136831+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.26186408050627863,0.01280954396537145,0.005202061895299699,23,0.5652173913043478,243,30,10,243,243,OK,,0.25,342,6,0,95,0.007180501392099025,3,23,0.5652173913043478,0.005202061895299699,0
398,30m,2026-03-05 10:03:50.341408+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.14988727321176148,0.007373342015433939,0.0028235787135907344,10,0.7,243,30,8,72,243,OK,,0.2,630,0,0,77,0,2,10,0.7,0.0028235787135907344,171
399,1m,2026-03-05 10:04:17.408276+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 300}",-0.45129316930657276,-0.03682658195617036,0.04106608811408695,88,0.25,243,7,80,18,243,OK,,0.5,567,9,0,179,0.0055974579358205505,2,88,0.25,0.04106608811408695,225
400,5m,2026-03-05 10:06:23.424178+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
401,15m,2026-03-05 10:10:27.093117+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.24206823754494575,0.011909097312102735,0.007185972394770473,23,0.5652173913043478,243,30,10,243,243,OK,,0.25,342,6,0,95,0.007180501392099025,3,23,0.5652173913043478,0.007185972394770473,0
402,30m,2026-03-05 10:10:31.281054+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.95, ""quantile_lo"": 0.05, ""quantile_window"": 200}",0.29163921133895987,0.015429848574236517,0.0028235787135907353,9,0.7777777777777778,243,30,8,72,243,OK,,0.2,630,0,0,77,0,2,9,0.7777777777777778,0.0028235787135907353,171
403,1m,2026-03-05 11:05:05.645627+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4440006892731123,-0.039027629584573426,0.041360562221463885,95,0.24210526315789474,243,7,80,18,243,OK,,0.5,540,9,0,180,0.0055974579358205505,2,95,0.24210526315789474,0.041360562221463885,225
404,5m,2026-03-05 11:05:25.735354+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
405,15m,2026-03-05 11:05:35.30068+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.24206823754494575,0.011909097312102735,0.007185972394770473,23,0.5652173913043478,243,30,10,243,243,OK,,0.25,342,6,0,95,0.007180501392099025,3,23,0.5652173913043478,0.007185972394770473,0
406,30m,2026-03-05 11:05:39.591882+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 150}",0.04083056489615896,0.009848343094433835,0.01721251084168529,12,0.4166666666666667,243,30,8,54,243,OK,,0.2,630,0,0,77,0,2,12,0.4166666666666667,0.01721251084168529,189
407,1m,2026-03-05 12:05:58.622524+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4566784691483715,-0.04165139638000223,0.0466080958123215,100,0.23,243,7,80,18,243,OK,,0.5,540,9,0,180,0.0055974579358205505,2,100,0.23,0.0466080958123215,225
408,5m,2026-03-05 12:06:17.046371+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
409,15m,2026-03-05 12:06:25.888078+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.24206823754494575,0.011909097312102735,0.007185972394770473,23,0.5652173913043478,243,30,10,243,243,OK,,0.25,342,6,0,95,0.007180501392099025,3,23,0.5652173913043478,0.007185972394770473,0
410,30m,2026-03-05 12:06:29.987182+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 150}",0.10492900224088654,0.009739846304065273,0.013173802634875664,11,0.6363636363636364,243,30,8,63,243,OK,,0.2,630,0,0,78,0,2,11,0.6363636363636364,0.013173802634875664,180
411,1m,2026-03-05 13:06:19.184258+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4623734848893517,-0.04145302117761903,0.0466080958123215,98,0.22448979591836735,243,7,80,18,243,OK,,0.5,540,9,0,180,0.0055974579358205505,2,98,0.22448979591836735,0.0466080958123215,225
412,5m,2026-03-05 13:06:37.580527+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
413,15m,2026-03-05 13:06:46.540541+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.24206823754494575,0.011909097312102735,0.007185972394770473,23,0.5652173913043478,243,30,10,243,243,OK,,0.25,342,6,0,95,0.007180501392099025,3,23,0.5652173913043478,0.007185972394770473,0
414,30m,2026-03-05 13:06:50.673931+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 150}",0.1077608763154065,0.013917899923441725,0.013173802634875664,16,0.5625,243,30,8,81,243,OK,,0.2,603,0,0,79,0,3,16,0.5625,0.013173802634875664,162
415,1m,2026-03-05 14:07:18.904712+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.46843112037592005,-0.042113184946440806,0.0466080958123215,99,0.2222222222222222,243,7,80,18,243,OK,,0.5,531,9,0,181,0.0055974579358205505,2,99,0.2222222222222222,0.0466080958123215,225
416,5m,2026-03-05 14:07:37.07627+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
417,15m,2026-03-05 14:07:45.935569+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.24206823754494575,0.011909097312102735,0.007185972394770473,23,0.5652173913043478,243,30,10,243,243,OK,,0.25,342,6,0,95,0.007180501392099025,3,23,0.5652173913043478,0.007185972394770473,0
418,30m,2026-03-05 14:07:50.070769+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.9, ""quantile_lo"": 0.1, ""quantile_window"": 150}",0.052626327571439535,0.009984180578374989,0.017245699911680457,16,0.5625,243,30,8,63,243,OK,,0.2,603,0,0,80,0,3,16,0.5625,0.017245699911680457,180
419,1m,2026-03-05 15:07:37.533265+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 150}",-0.48546942626632106,-0.04564583613504582,0.04838205588932742,105,0.22857142857142856,243,7,80,18,243,OK,,0.5,531,9,0,181,0.0055974579358205505,2,105,0.22857142857142856,0.04838205588932742,225
420,5m,2026-03-05 15:07:56.342104+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,63,33,0,199,0.0416910354432981,2,28,0.4642857142857143,0.022449984361740723,9
421,15m,2026-03-05 15:08:05.307297+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.24206823754494575,0.011909097312102735,0.007185972394770473,23,0.5652173913043478,243,30,10,234,243,OK,,0.25,360,6,0,95,0.007180501392099025,3,23,0.5652173913043478,0.007185972394770473,9
422,30m,2026-03-05 15:08:09.531834+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.0583220572259252,0.007155043811567215,0.017865040037817637,22,0.45454545454545453,243,30,8,63,243,OK,,0.2,603,0,0,80,0,3,22,0.45454545454545453,0.017865040037817637,180
423,1m,2026-03-05 16:05:36.424298+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47906368520351084,-0.041571935608732756,0.0466080958123215,97,0.2268041237113402,243,7,80,18,243,OK,,0.5,522,9,0,183,0.0055974579358205505,2,97,0.2268041237113402,0.0466080958123215,225
424,5m,2026-03-05 16:05:54.552056+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,81,27,0,192,0.03224165650670285,2,28,0.4642857142857143,0.022449984361740723,9
425,15m,2026-03-05 16:06:03.692552+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.2363984522509015,0.011505192191562546,0.007185972394770473,22,0.5454545454545454,243,30,10,216,243,OK,,0.25,432,3,0,95,0,3,22,0.5454545454545454,0.007185972394770473,27
426,30m,2026-03-05 16:06:08.076019+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.15340293476633166,0.012034932626197651,0.017865040037817637,17,0.47058823529411764,243,30,8,63,243,OK,,0.2,612,0,0,80,0,2,17,0.47058823529411764,0.017865040037817637,180
427,1m,2026-03-05 16:11:26.530935+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47906368520351084,-0.041571935608732756,0.0466080958123215,97,0.2268041237113402,243,7,80,18,243,OK,,0.5,522,9,0,183,0.0055974579358205505,2,97,0.2268041237113402,0.0466080958123215,225
428,5m,2026-03-05 16:11:45.940097+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,81,27,0,192,0.03224165650670285,2,28,0.4642857142857143,0.022449984361740723,9
429,15m,2026-03-05 16:11:55.279155+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.2363984522509015,0.011505192191562546,0.007185972394770473,22,0.5454545454545454,243,30,10,216,243,OK,,0.25,432,3,0,95,0,3,22,0.5454545454545454,0.007185972394770473,27
430,30m,2026-03-05 16:11:59.630885+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.15340293476633166,0.012034932626197651,0.017865040037817637,17,0.47058823529411764,243,30,8,63,243,OK,,0.2,612,0,0,80,0,2,17,0.47058823529411764,0.017865040037817637,180
431,1m,2026-03-05 16:16:39.348896+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47906368520351084,-0.041571935608732756,0.0466080958123215,97,0.2268041237113402,243,7,80,18,243,OK,,0.5,522,9,0,185,0.0055974579358205505,2,97,0.2268041237113402,0.0466080958123215,225
432,5m,2026-03-05 16:16:59.355337+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,81,27,0,192,0.03224165650670285,2,28,0.4642857142857143,0.022449984361740723,9
433,15m,2026-03-05 16:17:09.336577+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.24790660341716367,0.012812531708843819,0.007185972394770473,22,0.5909090909090909,243,30,10,216,243,OK,,0.25,432,3,0,95,0,3,22,0.5909090909090909,0.007185972394770473,27
434,30m,2026-03-05 16:17:13.993285+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.15340293476633166,0.012034932626197651,0.017865040037817637,17,0.47058823529411764,243,30,8,63,243,OK,,0.2,612,0,0,80,0,2,17,0.47058823529411764,0.017865040037817637,180
435,1m,2026-03-05 16:25:03.357514+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.47906368520351084,-0.041571935608732756,0.0466080958123215,97,0.2268041237113402,243,7,80,18,243,OK,,0.5,522,9,0,187,0.0055974579358205505,2,97,0.2268041237113402,0.0466080958123215,225
436,5m,2026-03-05 16:25:22.270988+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,81,27,0,193,0.03224165650670285,2,28,0.4642857142857143,0.022449984361740723,9
437,15m,2026-03-05 16:25:31.373465+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 2, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.24790660341716367,0.012812531708843819,0.007185972394770473,22,0.5909090909090909,243,30,10,216,243,OK,,0.25,432,3,0,95,0,3,22,0.5909090909090909,0.007185972394770473,27
438,30m,2026-03-05 16:25:35.96981+03,"{""r_min"": 0.1, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.15340293476633166,0.012034932626197651,0.017865040037817637,17,0.47058823529411764,243,30,8,63,243,OK,,0.2,612,0,0,80,0,2,17,0.47058823529411764,0.017865040037817637,180
439,1m,2026-03-05 16:39:21.237774+03,"{""r_min"": 0.05, ""cost_bps"": 5, ""hold_bars"": 1, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",-0.4856726966542332,-0.0425995889492646,0.04866340249338518,98,0.22448979591836735,243,7,80,18,243,OK,,0.5,522,9,0,187,0.0055974579358205505,2,98,0.22448979591836735,0.04866340249338518,225
440,5m,2026-03-05 16:39:41.234074+03,"{""r_min"": 0.15, ""cost_bps"": 5, ""hold_bars"": 3, ""quantile_hi"": 0.85, ""quantile_lo"": 0.15, ""quantile_window"": 200}",0.05172080353757558,0.006164010754800001,0.022449984361740723,28,0.4642857142857143,243,45,20,234,243,OK,,0.45,81,27,0,193,0.03224165650670285,2,28,0.4642857142857143,0.022449984361740723,9
